# Figura 6.17 da dissertação de Marcos A. G. da Silva Filho (COPPE/UFRJ, 2023)
# cenário 6 — DeltaT [C]
# série "Simulação"; vértices extraídos do gráfico vetorial, NÃO a saída numérica original
t_min,valor
77118.97,-0.3032
77118.97,-0.0327
77347.40,-0.0327
77347.40,-0.1320
77347.40,0.0364
77583.72,0.0364
77583.72,-0.3579
77820.03,-0.0686
77820.03,-0.1679
77820.03,0.0005
78056.34,0.0005
78056.34,-0.2931
78056.34,0.0436
78056.34,-0.0557
78292.66,-0.0557
78292.65,-0.1565
78292.66,0.0134
78521.09,0.0134
78521.09,-0.1866
78757.40,-0.3809
78757.40,-0.0816
78757.40,-0.1809
78757.40,-0.0111
78993.72,-0.0111
78993.71,-0.3047
78993.72,-0.0298
78993.72,-0.1305
79230.03,0.0393
79230.03,-0.0600
79466.34,-0.0600
79466.34,-0.3536
79466.34,-0.0629
79466.34,-0.1622
79694.78,0.0090
79694.78,-0.0917
79931.09,-0.0917
79931.09,-0.3838
79931.09,-0.0816
80167.40,-0.0816
80167.40,-0.1809
80167.40,-0.0111
80167.40,-0.3018
80403.72,-0.0269
80403.72,-0.1262
80403.71,0.0436
80640.03,0.0436
80640.03,-0.1550
80868.46,-0.3464
80868.46,-0.0557
80868.46,-0.1550
80868.46,0.0148
81104.78,0.0148
81104.78,-0.1838
81341.09,-0.3737
81341.09,-0.0730
81341.09,-0.1737
81341.09,-0.0010
81577.40,-0.0010
81577.40,-0.2903
81577.40,0.0537
81577.40,-0.0471
81813.71,-0.0471
81813.71,-0.3349
81813.71,-0.0471
82042.15,-0.0471
82042.15,-0.1478
82042.15,0.0249
82278.46,0.0249
82278.46,-0.3622
82514.78,-0.0643
82514.78,-0.1637
82514.78,0.0090
82751.09,0.0090
82751.09,-0.1909
82987.40,-0.3781
82987.40,-0.0744
82987.40,-0.1737
82987.40,-0.0010
83215.84,-0.0010
83215.84,-0.2888
83215.84,0.0566
83215.84,-0.0428
83452.15,-0.0428
83452.15,-0.3291
83452.15,-0.0399
83688.46,-0.0399
83688.46,-0.1406
83688.46,0.0335
83924.78,0.0335
83924.78,-0.3521
84161.09,-0.0557
84161.09,-0.1550
84161.09,0.0191
84389.52,0.0191
84389.53,-0.1794
84625.84,-0.3665
84625.84,-0.0629
84625.84,-0.1637
84625.84,0.0105
84862.15,0.0105
84862.15,-0.0888
85098.46,-0.0888
85098.46,-0.3737
85098.46,-0.0686
85098.46,-0.1679
85098.46,0.0062
85334.78,0.0062
85334.78,-0.0931
85563.21,-0.0931
85563.21,-0.3781
85563.21,-0.0686
85563.21,-0.1694
85563.21,0.0062
85799.52,0.0062
85799.52,-0.0931
86035.84,-0.0931
86035.84,-0.3766
86035.84,-0.0686
86035.84,-0.1679
86272.15,-0.3521
86272.15,-0.0528
86272.15,-0.1521
86272.15,0.0249
86272.15,-0.0758
86508.46,-0.0758
86508.46,-0.3579
86508.46,-0.0557
86736.90,-0.0557
86736.90,-0.1550
86736.90,0.0206
86736.90,-0.0787
86973.21,-0.0787
86973.21,-0.3608
86973.21,-0.0571
87209.52,-0.0571
87209.52,-0.1565
87209.52,0.0191
87209.52,-0.0802
87445.84,-0.0802
87445.84,-0.3608
87445.84,-0.0557
87682.15,-0.0557
87682.15,-0.1565
87682.15,0.0220
87682.15,-0.3363
87682.15,-0.0399
87910.59,-0.0399
87910.59,-0.1406
87910.59,0.0379
87910.59,-0.0629
88146.90,-0.0629
88146.90,-0.3421
88146.90,-0.0428
88383.21,-0.0428
88383.21,-0.1435
88383.21,0.0350
88383.21,-0.0658
88619.52,-0.0658
88619.52,-0.3449
88619.52,-0.0442
88619.52,-0.1435
88619.52,0.0335
88855.84,0.0335
88855.84,-0.0658
89084.27,-0.0658
89084.27,-0.3449
89084.27,-0.0428
89084.27,-0.1435
89084.27,0.0350
89320.59,0.0350
89320.59,-0.0643
89556.90,-0.0643
89556.90,-0.3421
89556.90,-0.0413
89556.90,-0.1406
89793.21,-0.3190
89793.21,-0.0255
89793.21,-0.1248
89793.21,0.0537
90029.52,0.0537
90029.52,-0.0471
90257.96,-0.0471
90257.96,-0.3233
90257.96,-0.0284
90257.96,-0.1276
90257.96,0.0508
90257.96,-0.0500
90494.27,-0.0500
90494.27,-0.3248
90494.27,-0.0284
90730.59,-0.0284
90730.59,-0.1276
90730.59,0.0508
90966.90,0.0508
90966.90,-0.3233
91203.21,-0.0269
91203.21,-0.3032
91203.21,-0.0140
91431.65,-0.0140
91431.65,-0.1133
91431.65,0.0667
91431.65,-0.0341
91667.96,-0.0341
91667.96,-0.3075
91667.96,-0.0168
91904.27,-0.0168
91904.27,-0.1162
91904.27,0.0638
92140.58,0.0638
92140.58,-0.3090
92376.90,-0.0168
92376.90,-0.1162
92376.90,0.0638
92376.90,-0.0370
92605.33,-0.0370
92605.33,-0.3090
92605.33,-0.0154
92841.65,-0.0154
92841.65,-0.1147
92841.65,0.0652
92841.65,-0.2888
92841.65,0.0738
92841.65,-0.0269
93077.96,-0.0269
93077.96,-0.1262
93077.96,0.0537
93314.27,0.0537
93314.27,-0.0456
93550.58,-0.0456
93550.58,-0.3162
93550.58,-0.0197
93550.59,-0.1191
93550.58,0.0609
93779.02,0.0609
93779.02,-0.0384
94015.33,-0.0384
94015.33,-0.3090
94015.33,-0.0140
94015.33,-0.1147
94251.65,-0.2845
94251.65,0.0781
94251.65,-0.0212
94487.96,-0.0212
94487.96,-0.1219
94487.96,0.0609
94487.96,-0.0399
94724.27,-0.0399
94724.27,-0.3090
94724.27,-0.0140
94724.27,-0.1133
94952.71,-0.2830
94952.71,0.0810
94952.71,-0.0183
95189.02,-0.0183
95189.02,-0.1176
95189.02,0.0638
95425.33,0.0638
95425.33,-0.1348
95661.65,-0.3032
95661.65,-0.0096
95661.65,-0.2773
95661.65,-0.0960
95897.96,-0.0960
95897.96,-0.1952
95897.96,-0.0111
96126.39,-0.0111
96126.39,-0.1119
96126.39,0.0710
96126.39,-0.0284
96362.71,-0.0284
96362.71,-0.2960
96362.71,0.0695
96599.02,0.0695
96599.02,-0.0298
96835.33,-0.0298
96835.33,-0.2960
96835.33,0.0695
96835.33,-0.0298
97071.64,-0.0298
97071.65,-0.2960
97071.65,0.0710
97300.08,0.0710
97300.08,-0.0284
97536.39,-0.0284
97536.39,-0.1276
97536.39,0.0551
97536.39,-0.0442
97772.71,-0.0442
97772.71,-0.3104
97772.71,-0.0111
98009.02,-0.0111
98009.02,-0.2773
98009.02,-0.0931
98009.02,-0.1924
98245.33,-0.0082
98245.33,-0.1090
98245.33,0.0767
98473.77,0.0767
98473.77,-0.0240
98710.08,-0.0240
98710.08,-0.2874
98710.08,0.0810
98946.39,0.0810
98946.39,-0.1176
99182.71,-0.2830
99182.71,0.0868
99182.71,-0.0140
99419.02,-0.0140
99419.02,-0.2773
99419.02,-0.0917
99647.45,-0.0917
99647.45,-0.1924
99647.46,-0.0068
99647.46,-0.2701
99883.77,-0.0859
99883.77,-0.1852
99883.77,0.0005
100127.96,0.0005
100127.96,-0.0989
100127.96,0.0868
100127.96,-0.0125
100364.27,-0.0125
100364.27,-0.2758
100364.27,-0.0902
100600.58,-0.0902
100600.58,-0.1895
100600.58,-0.0039
100836.90,-0.0039
100836.90,-0.2658
100836.90,-0.0802
100836.90,-0.1794
100836.90,0.0062
101065.33,0.0062
101065.33,-0.1924
101301.65,-0.3550
101301.65,-0.0370
101301.64,-0.1363
101301.65,0.0508
101537.96,0.0508
101537.96,-0.0500
101774.27,-0.0500
101774.27,-0.3090
101774.27,-0.0068
101774.27,-0.2672
102010.58,-0.0802
102010.58,-0.1794
102010.58,0.0062
102239.02,0.0062
102239.02,-0.0931
102475.33,-0.0931
102475.33,-0.3536
102475.33,-0.0341
102475.33,-0.1334
102475.33,0.0537
102711.64,0.0537
102711.65,-0.0456
102947.96,-0.0456
102947.96,-0.3061
102947.96,-0.0024
102947.96,-0.1018
103184.27,-0.2614
103184.27,-0.0744
103184.27,-0.1737
103184.27,0.0134
103412.71,0.0134
103412.71,-0.1866
103412.71,0.0019
103649.02,0.0019
103649.02,-0.2571
103649.02,-0.0686
103885.33,-0.0686
103885.33,-0.1694
103885.33,0.0191
103885.33,-0.0802
104121.64,-0.0802
104121.64,-0.3377
104121.64,-0.0212
104357.96,-0.0212
104357.96,-0.2802
104357.96,-0.0917
104586.39,-0.0917
104586.39,-0.1909
104586.39,-0.0024
104586.39,-0.1018
104822.71,-0.2600
104822.71,-0.0715
104822.71,-0.1708
104822.71,0.0177
105059.02,0.0177
105059.02,-0.0830
105295.33,-0.0830
105295.33,-0.1823
105295.33,0.0076
105295.33,-0.0917
105531.64,-0.0917
105531.64,-0.3493
105531.64,-0.0269
105531.64,-0.1276
105760.08,-0.2830
105760.08,-0.0931
105760.08,-0.1924
105760.08,-0.0039
105996.39,-0.0039
105996.39,-0.2586
105996.39,-0.0686
106232.71,-0.0686
106232.71,-0.1694
106232.70,0.0206
106232.71,-0.0787
106469.02,-0.0787
106469.02,-0.3349
106469.02,-0.0168
106705.33,-0.0168
106705.33,-0.1176
106705.33,0.0738
106933.77,0.0738
106933.77,-0.1262
107170.08,-0.2802
107170.08,-0.0917
107170.08,-0.1909
107170.08,-0.0010
107406.39,-0.0010
107406.39,-0.2542
107406.39,-0.0643
107406.39,-0.1637
107406.39,0.0249
107642.70,0.0249
107642.70,-0.0744
107879.02,-0.0744
107879.02,-0.3262
107879.02,-0.0111
107879.02,-0.1119
108107.45,-0.2643
108107.45,-0.0730
108107.45,-0.1737
108107.45,0.0177
108343.77,0.0177
108343.77,-0.0830
108580.08,-0.0830
108580.08,-0.1823
108580.08,0.0090
108580.08,-0.0917
108816.39,-0.0917
108816.39,-0.3435
108816.39,-0.0197
109052.70,-0.0197
109052.71,-0.2715
109052.70,-0.0802
109281.14,-0.0802
109281.14,-0.1809
109281.14,0.0105
109281.14,-0.0888
109517.45,-0.0888
109517.45,-0.3392
109517.45,-0.0168
109753.77,-0.0168
109753.77,-0.2672
109753.77,-0.0758
109753.77,-0.1766
109753.77,0.0148
109990.08,0.0148
109990.08,-0.0845
110226.39,-0.0845
110226.39,-0.1838
110226.39,0.0076
110454.83,0.0076
110454.83,-0.1924
110691.14,-0.3421
110691.14,-0.0168
110691.14,-0.2672
110691.14,-0.0758
110927.45,-0.0758
110927.45,-0.1751
110927.45,0.0177
111163.77,0.0177
111163.77,-0.1823
111400.08,-0.3320
111400.08,-0.0111
111400.08,-0.2586
111400.08,-0.0672
111628.51,-0.0672
111628.51,-0.1665
111628.51,0.0263
111628.51,-0.0730
111864.83,-0.0730
111864.83,-0.3219
111864.83,-0.0039
112101.14,-0.0039
112101.14,-0.1046
112101.14,0.0897
112337.45,0.0897
112337.45,-0.2586
112573.77,-0.0658
112573.76,-0.1651
112573.77,0.0278
112802.20,0.0278
112802.20,-0.0715
113038.51,-0.0715
113038.51,-0.3190
113038.51,-0.0010
113038.51,-0.2485
113274.83,-0.0543
113274.83,-0.1536
113274.83,0.0393
113511.14,0.0393
113511.14,-0.0600
113747.45,-0.0600
113747.45,-0.3061
113747.45,0.0062
113747.45,-0.0931
113975.89,-0.0931
113975.89,-0.1924
113975.89,0.0019
114212.20,0.0019
114212.20,-0.2442
114212.20,-0.0514
114212.20,-0.1507
114212.20,0.0436
114448.51,0.0436
114448.51,-0.0557
114684.83,-0.0557
114684.83,-0.3018
114684.83,0.0105
114921.14,0.0105
114921.14,-0.1895
115149.58,-0.3334
115149.58,-0.0082
115149.57,-0.2542
115149.58,-0.0600
115385.89,-0.0600
115385.89,-0.1593
115385.89,0.0364
115622.20,0.0364
115622.20,-0.1637
115858.51,-0.3061
115858.51,0.0090
115858.51,-0.0917
116094.83,-0.0917
116094.83,-0.1909
116094.83,0.0033
116094.83,-0.0960
116323.26,-0.0960
116323.26,-0.3392
116323.26,-0.0111
116559.58,-0.0111
116559.57,-0.2542
116559.58,-0.0586
116795.89,-0.0586
116795.89,-0.1579
116795.89,0.0379
116795.89,-0.0629
117032.20,-0.0629
117032.20,-0.3061
117032.20,0.0105
117268.51,0.0105
117268.51,-0.0888
117496.95,-0.0888
117496.95,-0.3305
117496.95,-0.0039
117496.95,-0.1046
117733.26,0.0925
117733.26,-0.0082
117969.57,-0.0082
117969.57,-0.2500
117969.58,-0.0528
118205.89,-0.1536
118205.89,0.0436
118205.89,-0.0557
118442.20,-0.0557
118442.20,-0.2975
118442.20,0.0162
118670.64,0.0162
118670.64,-0.0830
118906.95,-0.0830
118906.95,-0.3233
118906.95,0.0005
118906.95,-0.0989
119143.26,-0.2384
119143.26,-0.0428
119143.26,-0.1420
119143.26,0.0537
119379.57,0.0537
119379.57,-0.0456
119615.89,-0.0456
119615.89,-0.2859
119615.89,-0.0888
119615.89,-0.1881
119615.89,0.0090
119844.32,0.0090
119844.32,-0.0917
120080.64,-0.0917
120080.64,-0.3305
120080.63,-0.0024
120080.64,-0.1018
120316.95,-0.2413
120316.95,-0.0428
120316.95,-0.1435
120316.95,0.0537
120553.26,0.0537
120553.26,-0.0471
120789.57,-0.0471
120789.57,-0.2845
120789.57,-0.0888
121018.01,-0.0888
121018.01,-0.1881
121018.01,0.0105
121018.01,-0.0888
121254.32,-0.0888
121254.32,-0.3277
121254.32,0.0005
121490.64,0.0005
121490.63,-0.0989
121490.64,0.0997
121726.95,0.0997
121726.95,-0.1003
121963.26,-0.2384
121963.26,-0.0399
121963.26,-0.2773
121963.26,-0.0787
122191.70,-0.0787
122191.70,-0.1780
122191.70,0.0191
122191.70,-0.0802
122428.01,-0.0802
122428.01,-0.3162
122664.32,0.0090
122664.32,-0.0917
122900.63,-0.0917
122900.64,-0.1909
122900.64,0.0076
123136.95,0.0076
123136.95,-0.1924
123365.38,-0.3291
123365.38,0.0019
123365.38,-0.2341
123365.38,-0.0356
123601.70,-0.0356
123601.70,-0.1348
123601.70,0.0638
123838.01,0.0638
123838.01,-0.1348
124074.32,-0.2701
124074.32,-0.0730
124074.32,-0.1722
124074.32,0.0278
124310.64,0.0278
124310.63,-0.0730
124539.07,-0.0730
124539.07,-0.3061
124539.07,0.0148
124539.07,-0.0845
124775.38,-0.0845
124775.38,-0.3176
124775.38,0.0090
125011.70,0.0090
125011.70,-0.0902
125248.01,-0.0902
125248.01,-0.3248
125248.01,0.0048
125248.01,-0.0946
125484.32,-0.0946
125484.32,-0.3291
125712.76,0.0033
125712.76,-0.0960
125949.07,-0.0960
125949.07,-0.1952
125949.07,0.0033
126185.38,0.0033
126185.38,-0.1952
126421.70,-0.3291
126421.70,0.0033
126421.70,-0.0960
126658.01,-0.0960
126658.01,-0.3291
126658.01,0.0048
126886.45,0.0048
126886.45,-0.3277
127122.76,0.0048
127122.76,-0.0946
127359.07,-0.0946
127359.07,-0.3262
127359.07,0.0048
127595.38,0.0048
127595.38,-0.1938
127831.70,-0.3248
127831.70,0.0062
127831.70,-0.0931
128060.13,-0.0931
128060.13,-0.1924
128060.13,0.0090
128296.45,0.0090
128296.44,-0.0917
128532.76,-0.0917
128532.76,-0.3219
128532.76,0.0090
128532.76,-0.0902
128769.07,-0.0902
128769.07,-0.3204
128769.07,0.0105
129005.38,0.0105
129005.38,-0.0888
129233.82,-0.0888
129233.82,-0.3190
129233.82,0.0119
129233.82,-0.0888
129470.13,-0.0888
129470.13,-0.3176
129470.13,0.0134
129706.44,0.0134
129706.44,-0.0859
129942.76,-0.0859
129942.76,-0.3162
129942.76,0.0148
129942.76,-0.0859
130179.07,-0.0859
130179.07,-0.3147
130407.50,0.0148
130407.51,-0.0859
130643.82,-0.0859
130643.82,-0.1852
130643.82,0.0162
130880.13,0.0162
130880.13,-0.1823
131116.44,-0.3104
131116.44,0.0177
131116.44,-0.0830
131352.76,-0.0830
131352.76,-0.3090
131352.76,0.0177
131581.19,0.0177
131581.19,-0.1809
131817.50,-0.3090
131817.50,0.0191
131817.51,-0.0802
132053.82,-0.0802
132053.82,-0.3075
132053.82,0.0206
132290.13,0.0206
132290.13,-0.0787
132526.44,-0.0787
132526.44,-0.3061
132526.44,0.0220
132526.44,-0.0787
132754.88,-0.0787
132754.88,-0.3047
132754.88,0.0220
132991.19,0.0220
132991.19,-0.0773
133227.50,-0.0773
133227.51,-0.1766
133227.50,0.0249
133227.50,-0.0744
133463.82,-0.0744
133463.82,-0.3003
133463.82,0.0249
133700.13,0.0249
133700.13,-0.0744
133928.57,-0.0744
133928.57,-0.3003
133928.57,0.0263
134164.88,0.0263
134164.88,-0.1737
134401.19,-0.2989
134401.19,0.0278
134401.19,-0.0730
134637.50,-0.0730
134637.50,-0.2975
134637.50,0.0278
134873.82,0.0278
134873.82,-0.0715
135102.25,-0.0715
135102.25,-0.2960
135102.25,-0.0917
135102.25,-0.1924
135102.25,0.0119
135338.57,0.0119
135338.57,-0.0888
135574.88,-0.0888
135574.88,-0.3119
135574.88,0.0191
135811.19,0.0191
135811.19,-0.1794
136047.50,-0.3032
136047.50,0.0249
136047.50,-0.0744
136275.94,-0.0744
136275.94,-0.2975
136275.94,0.0278
136512.25,0.0278
136512.25,-0.0715
136748.57,-0.0715
136748.56,-0.1708
136748.57,0.0335
136748.57,-0.0658
136984.88,-0.0658
136984.88,-0.2888
137221.19,-0.0845
137221.19,-0.3061
137221.19,0.0249
137449.63,0.0249
137449.63,-0.0758
137685.94,-0.0758
137685.94,-0.2989
137685.94,0.0292
137685.94,-0.0701
137922.25,-0.0701
137922.25,-0.1694
137922.25,0.0350
138158.57,0.0350
138158.57,-0.0658
138394.88,-0.0658
138394.88,-0.2874
138394.88,-0.0816
138623.31,-0.0816
138623.31,-0.3032
138623.31,0.0278
138623.31,-0.0730
138859.63,-0.0730
138859.63,-0.2931
138859.63,-0.0888
139095.94,-0.0888
139095.94,-0.1881
139095.94,0.0162
139332.25,0.0162
139332.25,-0.0830
139568.57,-0.0830
139568.56,-0.3032
139568.57,0.0278
139568.57,-0.0730
139797.00,-0.0730
139797.00,-0.2917
139797.00,-0.0859
140033.31,-0.0859
140033.31,-0.1866
140033.31,0.0191
140269.63,0.0191
140269.63,-0.0802
140505.94,-0.0802
140505.94,-0.3003
140505.94,0.0292
140505.94,-0.0701
140742.25,-0.0701
140742.25,-0.2903
140742.25,-0.0845
140970.69,-0.0845
140970.69,-0.1838
140970.69,0.0220
141207.00,0.0220
141207.00,-0.0787
141443.31,-0.0787
141443.31,-0.2960
141443.31,-0.0902
141443.31,-0.1895
141443.31,0.0148
141679.63,0.0148
141679.63,-0.0845
141915.94,-0.0845
141915.94,-0.3032
141915.94,0.0292
142144.37,0.0292
142144.38,-0.0701
142380.69,-0.0701
142380.69,-0.2888
142380.69,-0.0830
142380.69,-0.1823
142617.00,-0.3003
142617.00,0.0307
142617.00,-0.0686
142853.31,-0.0686
142853.31,-0.2859
142853.31,-0.0787
143089.63,-0.0787
143089.63,-0.1794
143089.63,0.0278
143318.06,0.0278
143318.06,-0.1722
143554.37,-0.2903
143554.38,-0.0830
143554.37,-0.1823
143554.37,0.0249
143790.69,0.0249
143790.69,-0.0758
144027.00,-0.0758
144027.00,-0.2917
144027.00,-0.0859
144263.31,-0.0859
144263.31,-0.3018
144263.31,0.0307
144263.31,-0.0686
144491.75,-0.0686
144491.75,-0.1694
144491.75,0.0379
144728.06,0.0379
144728.06,-0.0614
144964.37,-0.0614
144964.37,-0.2773
144964.37,-0.0701
145200.69,-0.0701
145200.69,-0.2859
145200.69,-0.0787
145437.00,-0.0787
145437.00,-0.1780
145437.00,0.0278
145437.00,-0.0715
145665.43,-0.0715
145665.44,-0.2874
145665.44,-0.0787
145901.75,-0.0787
145901.75,-0.1794
145901.75,0.0278
146138.06,0.0278
146138.06,-0.0715
146374.37,-0.0715
146374.37,-0.2859
146374.37,-0.0787
146374.37,-0.1780
146610.69,-0.2931
146610.69,-0.0859
146610.69,-0.1852
146610.69,0.0234
146839.12,0.0234
146839.12,-0.0758
147075.43,-0.0758
147075.44,-0.2903
147075.43,-0.0830
147311.75,-0.0830
147311.75,-0.1823
147311.75,0.0249
147311.75,-0.0758
147548.06,-0.0758
147548.06,-0.2888
147784.37,-0.0816
147784.37,-0.2946
147784.37,-0.0874
148012.81,-0.0874
148012.81,-0.1866
148012.81,0.0220
148249.12,0.0220
148249.12,-0.0787
148485.43,-0.0787
148485.44,-0.2903
148485.43,-0.0830
148485.43,-0.1823
148721.75,0.0249
148721.75,-0.0744
148958.06,-0.0744
148958.06,-0.2874
148958.06,-0.0787
149186.50,-0.0787
149186.50,-0.2917
149186.50,-0.0830
149422.81,-0.0830
149422.81,-0.1823
149422.81,0.0249
149659.12,0.0249
149659.12,-0.1737
149895.44,-0.2874
149895.43,-0.0787
149895.43,-0.1780
149895.44,0.0307
150131.75,0.0307
150131.75,-0.0686
150360.18,-0.0686
150360.18,-0.2802
150360.18,-0.0730
150596.50,-0.0730
150596.50,-0.2830
150596.50,-0.0744
150596.50,-0.1737
150832.81,0.0350
150832.81,-0.0658
151069.12,-0.0658
151069.12,-0.2773
151069.12,-0.0672
151305.43,-0.0672
151305.43,-0.2787
151305.43,-0.0686
151533.87,-0.0686
151533.87,-0.1694
151533.87,0.0393
151770.18,0.0393
151770.18,-0.1608
152006.50,-0.2701
152006.50,-0.0614
152006.50,-0.1608
152006.50,0.0479
152242.81,0.0479
152242.81,-0.0514
152479.12,-0.0514
152479.12,-0.2614
152479.12,-0.0528
152707.56,-0.0528
152707.56,-0.2614
152707.56,-0.0528
152943.87,-0.0528
152943.87,-0.1521
152943.87,0.0566
152943.87,-0.0428
153180.18,-0.0428
153180.18,-0.2514
153416.50,-0.0428
153416.50,-0.1420
153416.50,0.0667
153652.81,0.0667
153652.81,-0.0327
153881.24,-0.0327
153881.24,-0.2413
153881.24,-0.0327
154117.56,-0.0327
154117.56,-0.2413
154117.56,-0.0298
154117.56,-0.1305
154353.87,0.0796
154353.87,-0.0212
154590.18,-0.0212
154590.18,-0.2284
154590.18,-0.0183
154826.50,-0.0183
154826.50,-0.2269
154826.50,-0.0168
155054.93,-0.0168
155054.93,-0.1176
155054.93,0.0925
155291.24,0.0925
155291.24,-0.1061
155527.56,-0.2154
155527.56,-0.0039
155527.56,-0.1046
155527.56,0.1055
155763.87,0.1055
155763.87,0.0048
156000.18,0.0048
156000.18,-0.0946
156228.62,-0.0946
156228.62,-0.3018
156228.62,0.0364
156464.93,0.0364
156464.93,-0.1637
156701.24,-0.2701
156701.24,-0.0600
156701.24,-0.1593
156937.56,-0.2658
156937.56,-0.0557
156937.56,-0.1550
156937.56,0.0551
157173.87,0.0551
157173.87,-0.0442
157402.30,-0.0442
157402.31,-0.2514
157402.30,-0.0399
157638.62,-0.0399
157638.62,-0.2471
157638.62,-0.0370
157874.93,-0.0370
157874.93,-0.1363
157874.93,0.0738
157874.93,-0.0255
158111.24,-0.0255
158111.24,-0.2312
158347.56,-0.0212
158347.56,-0.2255
158347.56,-0.0154
158575.99,-0.0154
158575.99,-0.1147
158575.99,0.0969
158812.30,0.0969
158812.30,-0.0039
159048.62,-0.0039
159048.62,-0.2082
159048.62,0.0019
159048.62,-0.0974
159284.93,0.1127
159284.93,0.0134
159521.24,0.0134
159521.24,-0.0859
159749.68,-0.0859
159749.68,-0.2903
159749.68,-0.0802
159985.99,-0.0802
159985.99,-0.2845
159985.99,-0.0730
160222.30,-0.0730
160222.30,-0.1737
160222.30,0.0379
160458.62,0.0379
160458.62,-0.1622
160694.93,-0.2658
160694.93,-0.0557
160694.93,-0.2586
160923.37,-0.0471
160923.36,-0.1478
160923.37,0.0638
161159.68,0.0638
161159.68,-0.0356
161395.99,-0.0356
161395.99,-0.2384
161395.99,-0.0269
161632.30,-0.0269
161632.30,-0.1276
161632.30,0.0839
161632.30,-0.0154
161868.62,-0.0154
161868.62,-0.1147
162097.05,-0.2183
162097.05,-0.0082
162097.05,-0.2096
162333.37,0.0019
162333.37,-0.0989
162333.37,0.1127
162569.68,0.1127
162569.68,0.0134
162805.99,0.0134
162805.99,-0.0859
163042.30,-0.0859
163042.30,-0.2888
163042.30,-0.0773
163270.74,-0.0773
163270.74,-0.2802
163270.74,-0.0686
163270.74,-0.1679
163270.74,0.0436
163507.05,0.0436
163507.05,-0.0557
163743.37,-0.0557
163743.36,-0.2571
163743.37,-0.0456
163979.68,-0.0456
163979.68,-0.2471
163979.68,-0.0356
164215.99,-0.0356
164215.99,-0.1348
164215.99,0.0767
164444.43,0.0767
164444.43,-0.0226
164680.74,-0.0226
164680.74,-0.2240
164680.74,-0.0111
164680.74,-0.1119
164917.05,-0.2125
164917.05,-0.0010
164917.05,-0.1003
164917.05,0.1113
165153.36,0.1113
165153.37,0.0119
165389.68,0.0119
165389.68,-0.0888
165618.11,-0.0888
165618.11,-0.2888
165618.11,-0.0773
165854.43,-0.0773
165854.43,-0.2773
165854.43,-0.0658
166090.74,-0.0658
166090.74,-0.1651
166090.74,0.0479
166090.74,-0.0528
166327.05,-0.0528
166327.05,-0.2528
166563.37,-0.0399
166563.36,-0.1392
166563.36,0.0738
166791.80,0.0738
166791.80,-0.0269
167028.11,-0.0269
167028.11,-0.2255
167028.11,-0.0140
167264.43,-0.0140
167264.43,-0.2125
167264.43,-0.0010
167500.74,-0.0010
167500.74,-0.1003
167500.74,0.1127
167500.74,0.0119
167737.05,0.0119
167737.05,-0.0874
167965.49,-0.0874
167965.49,-0.2874
167965.49,-0.0744
168201.80,-0.0744
168201.80,-0.2730
168201.80,-0.0600
168438.11,-0.0600
168438.11,-0.1608
168438.11,0.0523
168674.43,0.0523
168674.43,-0.0471
168910.74,-0.0471
168910.74,-0.2456
168910.74,-0.0341
169139.17,-0.0341
169139.17,-0.2312
169139.17,-0.0183
169139.18,-0.1176
169375.49,0.0954
169375.49,-0.0039
169611.80,-0.0039
169611.80,-0.2024
169611.80,0.0105
169848.11,0.0105
169848.11,-0.0888
170084.43,-0.0888
170084.43,-0.2874
170084.43,-0.0730
170312.86,-0.0730
170312.86,-0.1737
170312.86,0.0393
170549.17,0.0393
170549.17,-0.0600
170785.49,-0.0600
170785.49,-0.2571
170785.49,-0.0442
170785.49,-0.1435
171021.80,-0.2413
171021.80,-0.0284
171021.80,-0.1276
171021.80,0.0853
171258.11,0.0853
171258.11,-0.0140
171486.55,-0.0140
171486.55,-0.2125
171486.55,0.0019
171722.86,0.0019
171722.86,-0.1952
171722.86,0.0162
171959.17,0.0162
171959.17,-0.0830
172195.49,-0.0830
172195.49,-0.1823
172195.49,0.0307
172431.80,0.0307
172431.80,-0.1679
172660.24,-0.2643
172660.23,-0.0514
172660.24,-0.2471
172896.55,-0.0341
172896.55,-0.1334
172896.55,0.0796
172896.55,-0.0197
173132.86,-0.0197
173132.86,-0.2154
173132.86,-0.0010
173369.17,-0.0010
173369.17,-0.1967
173369.17,0.0162
173605.49,0.0162
173605.49,-0.0830
173833.92,-0.0830
173833.92,-0.1823
173833.92,0.0307
174070.24,0.0307
174070.23,-0.0686
174306.55,-0.0686
174306.55,-0.2643
174306.55,-0.0500
174306.55,-0.1507
174542.86,-0.2456
174542.86,-0.0312
174542.86,-0.1305
174542.86,0.0825
174779.17,0.0825
174779.17,-0.0168
175007.61,-0.0168
175007.61,-0.2125
175007.61,0.0019
175243.92,0.0019
175243.92,-0.1924
175243.92,0.0206
175480.24,0.0206
175480.23,-0.0787
175716.55,-0.0787
175716.55,-0.1794
175716.55,0.0350
175952.86,0.0350
175952.86,-0.0643
176181.30,-0.0643
176181.30,-0.2571
176181.30,-0.0442
176181.30,-0.1435
176417.61,-0.2384
176417.61,-0.0240
176417.61,-0.1233
176417.61,0.0897
176653.92,0.0897
176653.92,-0.0096
176890.23,-0.0096
176890.23,-0.2024
176890.24,0.0119
177126.55,0.0119
177126.55,-0.0888
177354.98,-0.0888
177354.98,-0.2816
177354.98,-0.0672
