Tempo    Pot Rx    Pot Turbina     Tmed   Delta I  Cboro  Banco D  Volume de Água
748       46.21     300.3          297.1      0.471        1795       187     1189
749       46.21     300.3          297.1      0.471        1795       187     1189
750       46.21     300.4          297.1      0.471        1795       187     1189
751       46.21     300.4          297.1      0.471        1795       187     1189
752       46.21     300.4          297.1      0.471        1795       187     1189
753       46.21     300.3          297.1      0.471        1795       187     1189
754       46.21     300.3          297.1      0.471        1795       187     1189
755       46.21     300.3          297.1      0.471        1795       187     1189
756       46.21     300.3          297.1      0.471        1795       187     1189
757       46.21     300.4          297.1      0.471        1795       187     1189
758       46.21     300.4          297.1      0.471        1795       187     1189
759       46.21     300.4          297.1      0.471        1795       187     1189
760       46.21     300.3          297.1      0.470        1795       187     1189
761       46.21     300.3          297.1      0.470        1795       187     1189
762       46.21     300.3          297.0      0.470        1795       187     1189
763       46.21     300.3          297.1      0.470        1795       187     1189
764       46.21     300.4          297.1      0.470        1795       187     1189
765       46.21     300.4          297.1      0.470        1795       187     1189
766       46.21     300.4          297.1      0.470        1795       187     1189
767       46.22     300.4          297.1      0.470        1795       187     1189
768       46.21     300.4          297.1      0.470        1795       187     1189
769       46.21     300.3          297.1      0.470        1795       187     1189
770       46.21     300.3          297.1      0.470        1795       187     1189
771       46.21     300.4          297.1      0.470        1795       187     1189
772       46.21     300.4          297.1      0.470        1795       187     1189
773       46.21     300.4          297.1      0.470        1795       187     1189
774       46.22     300.4          297.1      0.470        1795       187     1189
775       46.21     300.4          297.1      0.470        1795       187     1189
776       46.21     300.3          297.1      0.470        1795       187     1189
777       46.21     300.3          297.1      0.470        1795       187     1189
778       46.21     300.3          297.1      0.469        1795       187     1189
779       46.21     300.3          297.1      0.469        1795       187     1189
780       46.21     300.4          297.1      0.469        1795       187     1189
781       46.21     300.4          297.1      0.469        1795       187     1189
782       46.21     300.4          297.1      0.469        1795       187     1189
783       46.22     300.4          297.1      0.469        1795       187     1189
784       46.21     300.4          297.1      0.469        1795       187     1189
785       46.21     300.3          297.1      0.469        1795       187     1189
786       46.21     300.3          297.1      0.469        1795       187     1189
787       46.21     300.3          297.1      0.469        1795       187     1189
788       46.21     300.3          297.1      0.469        1795       187     1189
789       46.21     300.4          297.1      0.469        1795       187     1189
790       46.21     300.4          297.1      0.469        1795       187     1189
791       46.21     300.4          297.1      0.469        1795       187     1189
792       46.22     300.4          297.1      0.469        1795       187     1189
793       46.21     300.4          297.1      0.469        1795       187     1189
794       46.21     300.3          297.1      0.469        1795       187     1189
795       46.21     300.3          297.2      0.469        1795       187     1189
796       46.21     300.3          297.2      0.469        1795       187     1189
797       46.21     300.3          297.2      0.468        1795       187     1189
798       46.21     300.4          297.2      0.468        1795       187     1189
799       46.21     300.4          297.2      0.468        1795       187     1189
800       46.21     300.4          297.2      0.468        1795       187     1189
801       46.21     300.4          297.2      0.468        1795       187     1189
802       46.21     300.4          297.2      0.468        1795       187     1189
803       46.21     300.3          297.2      0.468        1795       187     1189
804       46.21     300.3          297.2      0.468        1795       187     1189
805       46.21     300.3          297.2      0.468        1795       187     1189
806       46.21     300.3          297.2      0.468        1795       187     1189
807       46.21     300.3          297.2      0.468        1795       187     1189
808       46.21     300.3          297.2      0.468        1795       187     1189
809       46.21     300.4          297.2      0.468        1795       187     1189
810       46.21     300.4          297.2      0.468        1795       187     1189
811       46.21     300.4          297.2      0.468        1795       187     1189
812       46.21     300.4          297.2      0.468        1795       187     1189
813       46.21     300.4          297.2      0.468        1795       187     1189
814       46.21     300.3          297.2      0.468        1795       187     1189
815       46.21     300.3          297.2      0.468        1795       187     1189
816       46.21     300.3          297.2      0.467        1795       187     1189
817       46.21     300.3          297.2      0.467        1795       187     1189
818       46.21     300.3          297.2      0.467        1795       187     1189
819       46.21     300.3          297.2      0.467        1795       187     1189
820       46.21     300.3          297.2      0.467        1795       187     1189
821       46.21     300.3          297.2      0.467        1795       187     1189
822       46.21     300.4          297.2      0.467        1795       187     1189
823       46.21     300.4          297.2      0.467        1795       187     1189
824       46.21     300.4          297.2      0.467        1795       187     1189
825       46.21     300.4          297.2      0.467        1795       187     1189
826       46.21     300.4          297.2      0.467        1795       187     1189
827       46.20     300.3          297.2      0.467        1795       187     1189
828       46.21     300.3          297.3      0.467        1795       187     1189
829       46.21     300.3          297.3      0.467        1795       187     1189
830       46.21     300.3          297.3      0.467        1795       187     1189
831       46.21     300.3          297.3      0.467        1795       187     1189
832       46.21     300.3          297.3      0.467        1795       187     1189
833       46.21     300.3          297.3      0.467        1795       187     1189
834       46.21     300.3          297.3      0.467        1795       187     1189
835       46.21     300.3          297.3      0.467        1795       187     1189
836       46.21     300.3          297.3      0.466        1795       187     1189
837       46.21     300.4          297.3      0.466        1795       187     1189
838       46.21     300.4          297.3      0.466        1795       187     1189
839       46.21     300.4          297.3      0.466        1795       187     1189
840       46.21     300.4          297.3      0.466        1795       187     1189
841       46.21     300.4          297.3      0.466        1795       187     1189
842       46.21     300.4          297.3      0.466        1795       187     1189
843       46.21     300.4          297.3      0.466        1795       187     1189
844       46.22     300.4          297.3      0.466        1795       187     1189
845       46.21     300.4          297.3      0.466        1795       187     1189
846       46.21     300.3          297.3      0.466        1795       187     1189
847       46.21     300.3          297.3      0.466        1795       187     1189
848       46.21     300.3          297.3      0.466        1795       187     1189
849       46.21     300.3          297.3      0.466        1795       187     1189
850       46.21     300.3          297.3      0.466        1795       187     1189
851       46.21     300.3          297.3      0.466        1795       187     1189
852       46.21     300.3          297.3      0.466        1795       187     1189
853       46.21     300.3          297.3      0.466        1795       187     1189
854       46.21     300.3          297.3      0.466        1795       187     1189
855       46.21     300.3          297.3      0.466        1795       187     1189
856       46.21     300.3          297.3      0.466        1795       187     1189
857       46.21     300.3          297.3      0.466        1795       187     1189
858       46.21     300.3          297.3      0.465        1795       187     1189
859       46.21     300.3          297.3      0.465        1795       187     1189
860       46.21     300.4          297.3      0.465        1795       187     1189
861       46.21     300.4          297.3      0.465        1795       187     1189
862       46.21     300.4          297.3      0.465        1795       187     1189
863       46.21     300.4          297.4      0.465        1795       187     1189
864       46.21     300.4          297.4      0.465        1795       187     1189
865       46.21     300.4          297.4      0.465        1795       187     1189
866       46.21     300.4          297.4      0.465        1795       187     1189
867       46.21     300.4          297.4      0.465        1795       187     1189
868       46.21     300.4          297.4      0.465        1795       187     1189
869       46.21     300.4          297.4      0.465        1795       187     1189
870       46.21     300.4          297.4      0.465        1795       187     1189
871       46.21     300.4          297.4      0.465        1795       187     1189
872       46.21     300.4          297.4      0.465        1795       187     1189
873       46.21     300.4          297.4      0.465        1795       187     1189
874       46.21     300.4          297.4      0.465        1795       187     1189
875       46.21     300.4          297.4      0.465        1795       187     1189
876       46.21     300.4          297.4      0.465        1795       187     1189
877       46.21     300.4          297.4      0.465        1795       187     1189
878       46.21     300.4          297.4      0.465        1795       187     1189
879       46.21     300.4          297.4      0.465        1795       187     1189
880       46.21     300.4          297.4      0.464        1795       187     1189
881       46.21     300.4          297.4      0.464        1795       187     1189
882       46.21     300.4          297.4      0.464        1795       187     1189
883       46.21     300.4          297.4      0.464        1795       187     1189
884       46.21     300.4          297.4      0.464        1795       187     1189
885       46.21     300.4          297.4      0.464        1795       187     1189
886       46.21     300.4          297.4      0.464        1795       187     1189
887       46.21     300.4          297.4      0.464        1795       187     1189
888       46.21     300.4          297.4      0.464        1795       187     1189
889       46.21     300.4          297.3      0.464        1795       187     1189
890       46.21     300.4          297.3      0.464        1795       187     1189
891       46.21     300.4          297.3      0.464        1795       187     1189
892       46.21     300.4          297.3      0.464        1795       187     1189
893       46.21     300.4          297.3      0.464        1795       187     1189
894       46.21     300.4          297.3      0.464        1795       187     1189
895       46.21     300.4          297.3      0.464        1795       187     1189
896       46.21     300.4          297.3      0.464        1795       187     1189
897       46.21     300.4          297.3      0.464        1795       187     1189
898       46.21     300.4          297.3      0.464        1795       187     1189
899       46.21     300.4          297.4      0.464        1795       187     1189
900       46.21     300.4          297.4      0.464        1795       187     1189
901       46.21     300.4          297.4      0.464        1795       187     1189
902       46.21     300.4          297.4      0.463        1795       187     1189
903       46.21     300.4          297.4      0.463        1795       187     1189
904       46.21     300.4          297.4      0.463        1795       187     1189
905       46.21     300.4          297.4      0.463        1795       187     1189
906       46.21     300.4          297.4      0.463        1795       187     1189
907       46.21     300.4          297.4      0.463        1795       187     1189
908       46.21     300.3          297.4      0.463        1795       187     1189
909       46.21     300.3          297.4      0.463        1795       187     1189
910       46.21     300.3          297.4      0.463        1795       187     1189
911       46.21     300.3          297.4      0.463        1795       187     1189
912       46.21     300.3          297.4      0.463        1795       187     1189
913       46.21     300.3          297.4      0.463        1795       187     1189
914       46.21     300.3          297.4      0.463        1795       187     1189
915       46.21     300.3          297.4      0.463        1795       187     1189
916       46.21     300.3          297.4      0.463        1795       187     1189
917       46.21     300.3          297.4      0.463        1795       187     1189
918       46.21     300.3          297.4      0.463        1795       187     1189
919       46.21     300.3          297.4      0.463        1795       187     1189
920       46.21     300.3          297.4      0.463        1795       187     1189
921       46.21     300.3          297.4      0.463        1795       187     1189
922       46.20     300.3          297.4      0.463        1795       187     1189
923       46.21     300.4          297.4      0.463        1795       187     1189
924       46.21     300.4          297.4      0.463        1795       187     1189
925       46.21     300.4          297.4      0.463        1795       187     1189
926       46.21     300.4          297.4      0.463        1795       187     1189
927       46.21     300.4          297.4      0.462        1795       187     1189
928       46.21     300.4          297.4      0.462        1795       187     1189
929       46.21     300.4          297.4      0.462        1795       187     1189
930       46.21     300.4          297.4      0.462        1795       187     1189
931       46.21     300.3          297.4      0.462        1795       187     1189
932       46.21     300.3          297.4      0.462        1795       187     1189
933       46.21     300.3          297.4      0.462        1795       187     1189
934       46.21     300.3          297.4      0.462        1795       187     1189
935       46.21     300.3          297.4      0.462        1795       187     1189
936       46.21     300.3          297.5      0.462        1795       187     1189
937       46.21     300.3          297.5      0.462        1795       187     1189
938       46.21     300.3          297.5      0.462        1795       187     1189
939       46.20     300.3          297.5      0.462        1795       187     1189
940       46.21     300.4          297.5      0.462        1795       187     1189
941       46.21     300.4          297.5      0.462        1795       187     1189
942       46.21     300.4          297.5      0.462        1795       187     1189
943       46.21     300.4          297.5      0.462        1795       187     1189
944       46.21     300.4          297.5      0.462        1795       187     1189
945       46.21     300.4          297.5      0.462        1795       187     1189
946       46.21     300.3          297.5      0.462        1795       187     1189
947       46.21     300.3          297.5      0.462        1795       187     1189
948       46.21     300.3          297.5      0.462        1795       187     1189
949       46.21     300.3          297.5      0.462        1795       187     1189
950       46.21     300.3          297.5      0.462        1795       187     1189
951       46.21     300.3          297.5      0.462        1795       187     1189
952       46.20     300.3          297.5      0.462        1795       187     1189
953       46.21     300.4          297.5      0.461        1795       187     1189
954       46.21     300.4          297.5      0.461        1795       187     1189
955       46.21     300.4          297.5      0.461        1795       187     1189
956       46.21     300.4          297.5      0.461        1795       187     1189
957       46.21     300.4          297.5      0.461        1795       187     1189
958       46.21     300.4          297.5      0.461        1795       187     1189
959       46.21     300.3          297.5      0.461        1795       187     1189
960       46.21     300.3          297.5      0.461        1795       187     1189
961       46.21     300.3          297.5      0.461        1795       187     1189
962       46.21     300.3          297.5      0.461        1795       187     1189
963       46.20     300.3          297.5      0.461        1795       187     1189
964       46.21     300.4          297.5      0.461        1795       187     1189
965       46.21     300.4          297.5      0.461        1795       187     1189
966       46.21     300.4          297.5      0.461        1795       187     1189
967       46.21     300.4          297.5      0.461        1795       187     1189
968       46.21     300.3          297.5      0.461        1795       187     1189
969       46.21     300.3          297.5      0.461        1795       187     1189
970       46.21     300.3          297.5      0.461        1795       187     1189
971       46.21     300.3          297.5      0.461        1795       187     1189
972       46.21     300.3          297.5      0.461        1795       187     1189
973       46.21     300.4          297.5      0.461        1795       187     1189
974       46.21     300.4          297.5      0.461        1795       187     1189
975       46.21     300.4          297.6      0.461        1795       187     1189
976       46.21     300.4          297.6      0.461        1795       187     1189
977       46.21     300.3          297.6      0.461        1795       187     1189
978       46.21     300.3          297.6      0.461        1795       187     1189
979       46.21     300.3          297.6      0.460        1795       187     1189
980       46.21     300.3          297.6      0.460        1795       187     1189
981       46.21     300.3          297.6      0.460        1795       187     1189
982       46.21     300.4          297.6      0.460        1795       187     1189
983       46.21     300.4          297.6      0.460        1795       187     1189
984       46.21     300.4          297.6      0.460        1795       187     1189
985       46.21     300.4          297.6      0.460        1795       187     1189
986       46.21     300.3          297.6      0.460        1795       187     1189
987       46.21     300.3          297.6      0.460        1795       187     1189
988       46.21     300.3          297.6      0.460        1795       187     1189
989       46.21     300.3          297.6      0.460        1795       187     1189
990       46.20     300.3          297.6      0.460        1795       187     1189
991       46.21     300.4          297.6      0.460        1795       187     1189
992       46.21     300.4          297.6      0.460        1795       187     1189
993       46.21     300.3          297.6      0.460        1795       187     1189
994       46.21     300.3          297.6      0.460        1795       187     1189
995       46.21     300.3          297.6      0.460        1795       187     1189
996       46.21     300.3          297.6      0.460        1795       187     1189
997       46.20     300.3          297.6      0.460        1795       187     1189
998       46.21     300.4          297.6      0.460        1795       187     1189
999       46.21     300.4          297.6      0.460        1795       187     1189
1000       46.21     300.4          297.6      0.460        1795       187     1189
1001       46.21     300.4          297.6      0.460        1795       187     1189
1002       46.21     300.3          297.6      0.460        1795       187     1189
1003       46.21     300.3          297.6      0.460        1795       187     1189
1004       46.20     300.3          297.6      0.460        1795       187     1189
1005       46.21     300.4          297.6      0.460        1795       187     1189
1006       46.21     300.4          297.6      0.460        1795       187     1189
1007       46.21     300.4          297.6      0.459        1795       187     1189
1008       46.21     300.4          297.6      0.459        1795       187     1189
1009       46.21     300.3          297.6      0.459        1795       187     1189
1010       46.21     300.3          297.6      0.459        1795       187     1189
1011       46.20     300.3          297.6      0.459        1795       187     1189
1012       46.21     300.4          297.6      0.459        1795       187     1189
1013       46.21     300.4          297.6      0.459        1795       187     1189
1014       46.21     300.3          297.6      0.459        1795       187     1189
1015       46.21     300.3          297.6      0.459        1795       187     1189
1016       46.21     300.3          297.5      0.459        1795       187     1189
1019       46.21     300.4          297.3      0.390        1795       186     1189
1020       46.21     300.4          297.3      0.390        1795       186     1189
1021       46.21     300.3          297.3      0.390        1795       186     1189
1022       46.21     300.3          297.3      0.390        1795       186     1189
1023       46.20     300.3          297.3      0.390        1795       186     1189
1024       46.21     300.4          297.3      0.390        1795       186     1189
1025       46.21     300.4          297.3      0.390        1795       186     1189
1026       46.21     300.3          297.3      0.390        1795       186     1189
1027       46.21     300.3          297.3      0.390        1795       186     1189
1028       46.21     300.3          297.3      0.390        1795       186     1189
1029       46.21     300.4          297.3      0.390        1795       186     1189
1030       46.21     300.4          297.3      0.390        1795       186     1189
1031       46.21     300.4          297.3      0.390        1795       186     1189
1032       46.21     300.4          297.3      0.390        1795       186     1189
1033       46.21     300.3          297.3      0.390        1795       186     1189
1034       46.21     300.3          297.3      0.390        1795       186     1189
1035       46.20     300.3          297.3      0.390        1795       186     1189
1036       46.21     300.4          297.3      0.390        1795       186     1189
1037       46.21     300.4          297.3      0.390        1795       186     1189
1038       46.21     300.3          297.3      0.390        1795       186     1189
1039       46.21     300.3          297.3      0.390        1795       186     1189
1040       46.20     300.3          297.3      0.390        1795       186     1189
1041       46.21     300.4          297.3      0.390        1795       186     1189
1042       46.21     300.4          297.3      0.390        1795       186     1189
1043       46.21     300.3          297.3      0.390        1795       186     1189
1044       46.21     300.3          297.3      0.390        1795       186     1189
1045       46.20     300.3          297.3      0.390        1795       186     1189
1046       46.21     300.4          297.3      0.390        1795       186     1189
1047       46.21     300.4          297.3      0.390        1795       186     1189
1048       46.21     300.3          297.4      0.390        1795       186     1189
1049       46.21     300.3          297.4      0.390        1795       186     1189
1050       46.20     300.3          297.4      0.390        1795       186     1189
1051       46.21     300.4          297.4      0.390        1795       186     1189
1052       46.21     300.4          297.4      0.390        1795       186     1189
1053       46.21     300.3          297.4      0.390        1795       186     1189
1054       46.21     300.3          297.4      0.389        1795       186     1189
1055       46.20     300.3          297.4      0.389        1795       186     1189
1056       46.21     300.4          297.4      0.389        1795       186     1189
1057       46.21     300.4          297.4      0.389        1795       186     1189
1058       46.21     300.3          297.4      0.389        1795       186     1189
1059       46.21     300.3          297.4      0.389        1795       186     1189
1060       46.20     300.3          297.4      0.389        1795       186     1189
1061       46.21     300.4          297.4      0.389        1795       186     1189
1062       46.21     300.4          297.4      0.389        1795       186     1189
1063       46.21     300.3          297.4      0.389        1795       186     1189
1064       46.21     300.3          297.4      0.389        1795       186     1189
1065       46.20     300.3          297.4      0.389        1795       186     1189
1066       46.21     300.4          297.4      0.389        1795       186     1189
1067       46.21     300.4          297.4      0.389        1795       186     1189
1068       46.21     300.3          297.4      0.389        1795       186     1189
1069       46.21     300.3          297.4      0.389        1795       186     1189
1070       46.20     300.3          297.4      0.389        1795       186     1189
1071       46.21     300.3          297.4      0.389        1795       186     1189
1072       46.21     300.3          297.4      0.389        1795       186     1189
1073       46.21     300.3          297.4      0.389        1795       186     1189
1074       46.21     300.4          297.4      0.389        1795       186     1189
1075       46.21     300.4          297.4      0.389        1795       186     1189
1076       46.21     300.3          297.4      0.389        1795       186     1189
1077       46.21     300.3          297.4      0.389        1795       186     1189
1078       46.20     300.3          297.4      0.389        1795       186     1189
1079       46.21     300.4          297.4      0.389        1795       186     1189
1080       46.21     300.4          297.4      0.389        1795       186     1189
1081       46.21     300.3          297.4      0.389        1795       186     1189
1082       46.21     300.3          297.4      0.389        1795       186     1189
1083       46.20     300.3          297.4      0.389        1795       186     1189
1084       46.21     300.3          297.4      0.389        1795       186     1189
1085       46.21     300.3          297.4      0.389        1795       186     1189
1086       46.21     300.3          297.4      0.389        1795       186     1189
1087       46.21     300.4          297.4      0.389        1795       186     1189
1088       46.21     300.4          297.4      0.389        1795       186     1189
1089       46.21     300.3          297.4      0.389        1795       186     1189
1090       46.21     300.3          297.4      0.389        1795       186     1189
1091       46.20     300.3          297.4      0.389        1795       186     1189
1092       46.21     300.4          297.4      0.389        1795       186     1189
1093       46.21     300.4          297.4      0.389        1795       186     1189
1094       46.21     300.3          297.5      0.389        1795       186     1189
1095       46.21     300.4          297.5      0.388        1795       186     1189
1096       46.21     300.4          297.5      0.388        1795       186     1189
1097       46.21     300.3          297.5      0.388        1795       186     1189
1098       46.21     300.3          297.5      0.388        1795       186     1189
1099       46.20     300.3          297.5      0.388        1795       186     1189
1100       46.21     300.3          297.5      0.388        1795       186     1189
1101       46.21     300.3          297.5      0.388        1795       186     1189
1102       46.21     300.3          297.5      0.388        1795       186     1189
1103       46.21     300.4          297.5      0.388        1795       186     1189
1104       46.21     300.4          297.5      0.388        1795       186     1189
1105       46.21     300.3          297.5      0.388        1795       186     1189
1106       46.21     300.3          297.5      0.388        1795       186     1189
1107       46.20     300.3          297.5      0.388        1795       186     1189
1108       46.21     300.3          297.5      0.388        1795       186     1189
1109       46.21     300.3          297.5      0.388        1795       186     1189
1110       46.20     300.3          297.5      0.388        1795       186     1189
1111       46.21     300.4          297.5      0.388        1795       186     1189
1112       46.21     300.4          297.5      0.388        1795       186     1189
1113       46.21     300.3          297.5      0.388        1795       186     1189
1114       46.21     300.4          297.5      0.388        1795       186     1189
1115       46.21     300.4          297.5      0.388        1795       186     1189
1116       46.21     300.3          297.5      0.388        1795       186     1189
1117       46.21     300.3          297.5      0.388        1795       186     1189
1118       46.20     300.3          297.5      0.388        1795       186     1189
1119       46.21     300.3          297.5      0.388        1795       186     1189
1120       46.21     300.3          297.5      0.388        1795       186     1189
1121       46.20     300.3          297.5      0.388        1795       186     1189
1122       46.21     300.4          297.5      0.388        1795       186     1189
1123       46.21     300.4          297.5      0.388        1795       186     1189
1124       46.21     300.3          297.5      0.388        1795       186     1189
1125       46.21     300.4          297.5      0.388        1795       186     1189
1126       46.21     300.4          297.5      0.388        1795       186     1189
1127       46.21     300.3          297.5      0.388        1795       186     1189
1128       46.21     300.4          297.5      0.388        1795       186     1189
1129       46.21     300.4          297.5      0.388        1795       186     1189
1130       46.21     300.3          297.5      0.388        1795       186     1189
1131       46.21     300.3          297.5      0.388        1795       186     1189
1132       46.20     300.3          297.5      0.388        1795       186     1189
1133       46.21     300.3          297.5      0.388        1795       186     1189
1134       46.21     300.3          297.5      0.388        1795       186     1189
1135       46.20     300.3          297.5      0.388        1795       186     1189
1136       46.21     300.4          297.5      0.388        1795       186     1189
1137       46.21     300.4          297.5      0.388        1795       186     1189
1138       46.20     300.3          297.5      0.388        1795       186     1189
1139       46.21     300.4          297.5      0.387        1795       186     1189
1140       46.21     300.4          297.5      0.387        1795       186     1189
1141       46.21     300.3          297.5      0.387        1795       186     1189
1142       46.21     300.4          297.5      0.387        1795       186     1189
1143       46.21     300.4          297.4      0.387        1795       186     1189
1144       46.21     300.3          297.5      0.387        1795       186     1189
1145       46.21     300.4          297.5      0.387        1795       186     1189
1146       46.21     300.4          297.5      0.387        1795       186     1189
1147       46.21     300.3          297.5      0.387        1795       186     1189
1148       46.21     300.4          297.5      0.387        1795       186     1189
1149       46.21     300.4          297.5      0.387        1795       186     1189
1150       46.21     300.3          297.5      0.387        1795       186     1189
1151       46.21     300.3          297.5      0.387        1795       186     1189
1152       46.20     300.3          297.5      0.387        1795       186     1189
1153       46.21     300.3          297.5      0.387        1795       186     1189
1154       46.21     300.3          297.5      0.387        1795       186     1189
1155       46.20     300.3          297.5      0.387        1795       186     1189
1156       46.21     300.3          297.5      0.387        1795       186     1189
1157       46.21     300.3          297.5      0.387        1795       186     1189
1158       46.20     300.3          297.5      0.387        1795       186     1189
1159       46.21     300.3          297.5      0.387        1795       186     1189
1160       46.21     300.3          297.5      0.387        1795       186     1189
1161       46.20     300.3          297.5      0.387        1795       186     1189
1162       46.21     300.3          297.5      0.387        1795       186     1189
1163       46.21     300.3          297.5      0.387        1795       186     1189
1164       46.20     300.3          297.5      0.387        1795       186     1189
1165       46.21     300.3          297.5      0.387        1795       186     1189
1166       46.21     300.3          297.5      0.387        1795       186     1189
1167       46.20     300.3          297.5      0.387        1795       186     1189
1168       46.21     300.3          297.5      0.387        1795       186     1189
1169       46.21     300.3          297.5      0.387        1795       186     1189
1170       46.20     300.3          297.5      0.387        1795       186     1189
1171       46.21     300.3          297.5      0.387        1795       186     1189
1172       46.21     300.3          297.5      0.387        1795       186     1189
1173       46.20     300.3          297.5      0.387        1795       186     1189
1174       46.21     300.3          297.5      0.387        1795       186     1189
1175       46.21     300.3          297.5      0.387        1795       186     1189
1176       46.20     300.3          297.5      0.387        1795       186     1189
1177       46.21     300.3          297.5      0.387        1795       186     1189
1178       46.21     300.3          297.5      0.387        1795       186     1189
1179       46.20     300.3          297.5      0.387        1795       186     1189
1180       46.21     300.3          297.5      0.387        1795       186     1189
1181       46.21     300.3          297.5      0.387        1795       186     1189
1182       46.20     300.3          297.5      0.387        1795       186     1189
1183       46.21     300.3          297.5      0.386        1795       186     1189
1184       46.21     300.3          297.5      0.386        1795       186     1189
1185       46.20     300.3          297.5      0.386        1795       186     1189
1186       46.21     300.3          297.5      0.386        1795       186     1189
1187       46.21     300.3          297.5      0.386        1795       186     1189
1188       46.20     300.3          297.5      0.386        1795       186     1189
1189       46.21     300.3          297.5      0.386        1795       186     1189
1190       46.21     300.3          297.5      0.386        1795       186     1189
1191       46.20     300.3          297.5      0.386        1795       186     1189
1192       46.21     300.3          297.5      0.386        1795       186     1189
1193       46.21     300.4          297.5      0.386        1795       186     1189
1194       46.21     300.4          297.5      0.386        1795       186     1189
1195       46.21     300.3          297.5      0.386        1795       186     1189
1196       46.21     300.4          297.5      0.386        1795       186     1189
1197       46.21     300.4          297.5      0.386        1795       186     1189
1198       46.21     300.3          297.6      0.386        1795       186     1189
1199       46.21     300.4          297.6      0.386        1795       186     1189
1200       46.21     300.4          297.6      0.386        1795       186     1189
1201       46.21     300.3          297.6      0.386        1795       186     1189
1202       46.21     300.4          297.6      0.386        1795       186     1189
1203       46.21     300.4          297.6      0.386        1795       186     1189
1204       46.20     300.3          297.6      0.386        1795       186     1189
1205       46.21     300.4          297.6      0.386        1795       186     1189
1206       46.21     300.4          297.6      0.386        1795       186     1189
1207       46.20     300.3          297.6      0.386        1795       186     1189
1208       46.21     300.3          297.6      0.386        1795       186     1189
1209       46.21     300.3          297.6      0.386        1795       186     1189
1210       46.20     300.3          297.6      0.386        1795       186     1189
1211       46.21     300.3          297.6      0.386        1795       186     1189
1212       46.21     300.3          297.6      0.386        1795       186     1189
1213       46.20     300.3          297.6      0.386        1795       186     1189
1214       46.21     300.3          297.6      0.386        1795       186     1189
1215       46.21     300.4          297.6      0.386        1795       186     1189
